pair_id,split,fold,setting
36071,train,0,random
20857,train,0,random
15151,train,0,random
3117,train,0,random
24600,train,0,random
30853,train,0,random
23676,train,0,random
41989,train,0,random
14978,train,0,random
8,train,0,random
9416,train,0,random
38318,train,0,random
9605,train,0,random
38175,train,0,random
42402,train,0,random
34542,train,0,random
30806,train,0,random
37247,train,0,random
42681,train,0,random
13981,train,0,random
44650,train,0,random
45051,train,0,random
32979,train,0,random
36854,train,0,random
38005,train,0,random
27978,train,0,random
42588,train,0,random
31738,train,0,random
27167,train,0,random
44870,train,0,random
37102,train,0,random
9021,train,0,random
15245,train,0,random
8560,train,0,random
9940,train,0,random
4437,train,0,random
42584,train,0,random
41912,train,0,random
12978,train,0,random
30630,train,0,random
11106,train,0,random
19503,train,0,random
36092,train,0,random
4837,train,0,random
3672,train,0,random
44038,train,0,random
23497,train,0,random
449,train,0,random
10401,train,0,random
14864,train,0,random
9664,train,0,random
9984,train,0,random
33960,train,0,random
41819,train,0,random
34260,train,0,random
43003,train,0,random
8963,train,0,random
2144,train,0,random
26599,train,0,random
9286,train,0,random
5880,train,0,random
21780,train,0,random
12305,train,0,random
2899,train,0,random
529,train,0,random
26555,train,0,random
34571,train,0,random
20363,train,0,random
495,train,0,random
19950,train,0,random
1102,train,0,random
23758,train,0,random
27360,train,0,random
5816,train,0,random
14581,train,0,random
40557,train,0,random
1063,train,0,random
40525,train,0,random
40308,train,0,random
25451,train,0,random
43942,train,0,random
26538,train,0,random
13581,train,0,random
7527,train,0,random
12707,train,0,random
23027,train,0,random
25791,train,0,random
32764,train,0,random
5993,train,0,random
11217,train,0,random
20307,train,0,random
36960,train,0,random
3526,train,0,random
18380,train,0,random
6141,train,0,random
4636,train,0,random
7601,train,0,random
45489,train,0,random
29965,train,0,random
44970,train,0,random
44673,train,0,random
30817,train,0,random
23981,train,0,random
7871,train,0,random
16759,train,0,random
37467,train,0,random
45447,train,0,random
35344,train,0,random
29926,train,0,random
34054,train,0,random
41983,train,0,random
31618,train,0,random
37747,train,0,random
36316,train,0,random
23979,train,0,random
24343,train,0,random
26839,train,0,random
11909,train,0,random
41328,train,0,random
24842,train,0,random
20356,train,0,random
19696,train,0,random
13813,train,0,random
39478,train,0,random
18926,train,0,random
16926,train,0,random
15259,train,0,random
32064,train,0,random
36806,train,0,random
11526,train,0,random
32054,train,0,random
38767,train,0,random
6155,train,0,random
11883,train,0,random
35685,train,0,random
20520,train,0,random
30925,train,0,random
27490,train,0,random
42149,train,0,random
25929,train,0,random
37678,train,0,random
22038,train,0,random
30042,train,0,random
17408,train,0,random
42675,train,0,random
5984,train,0,random
23393,train,0,random
11010,train,0,random
38265,train,0,random
33420,train,0,random
24285,train,0,random
20780,train,0,random
22632,train,0,random
28668,train,0,random
2452,train,0,random
44418,train,0,random
18462,train,0,random
26939,train,0,random
27682,train,0,random
44595,train,0,random
10541,train,0,random
21374,train,0,random
1433,train,0,random
27258,train,0,random
22518,train,0,random
10769,train,0,random
41741,train,0,random
17858,train,0,random
43253,train,0,random
32944,train,0,random
1980,train,0,random
3259,train,0,random
6501,train,0,random
13873,train,0,random
39073,train,0,random
30766,train,0,random
6443,train,0,random
38561,train,0,random
20997,train,0,random
7850,train,0,random
29502,train,0,random
20717,train,0,random
13408,train,0,random
28239,train,0,random
39950,train,0,random
39214,train,0,random
36664,train,0,random
39535,train,0,random
43161,train,0,random
10039,train,0,random
29289,train,0,random
28330,train,0,random
20237,train,0,random
32422,train,0,random
23613,train,0,random
13321,train,0,random
19493,train,0,random
23205,train,0,random
41122,train,0,random
9429,train,0,random
8340,train,0,random
10994,train,0,random
41885,train,0,random
28067,train,0,random
22693,train,0,random
28179,train,0,random
24662,train,0,random
666,train,0,random
19962,train,0,random
18518,train,0,random
5407,train,0,random
795,train,0,random
2844,train,0,random
22965,train,0,random
26856,train,0,random
6544,train,0,random
23036,train,0,random
36332,train,0,random
352,train,0,random
267,train,0,random
31128,train,0,random
34898,train,0,random
21280,train,0,random
20939,train,0,random
25815,train,0,random
28817,train,0,random
7863,train,0,random
16981,train,0,random
43305,train,0,random
35356,train,0,random
41776,train,0,random
45100,train,0,random
15095,train,0,random
19427,train,0,random
7787,train,0,random
4415,train,0,random
12577,train,0,random
29548,train,0,random
20556,train,0,random
34326,train,0,random
27720,train,0,random
36344,train,0,random
7960,train,0,random
33231,train,0,random
3664,train,0,random
36191,train,0,random
40903,train,0,random
6315,train,0,random
38781,train,0,random
10549,train,0,random
39954,train,0,random
28527,train,0,random
29767,train,0,random
8727,train,0,random
23379,train,0,random
18075,train,0,random
29707,train,0,random
19949,train,0,random
35640,train,0,random
43896,train,0,random
11690,train,0,random
2573,train,0,random
14534,train,0,random
32045,train,0,random
32902,train,0,random
45147,train,0,random
10341,train,0,random
10445,train,0,random
5099,train,0,random
17497,train,0,random
33698,train,0,random
23247,train,0,random
11774,train,0,random
36846,train,0,random
15394,train,0,random
15085,train,0,random
29597,train,0,random
45481,train,0,random
524,train,0,random
34313,train,0,random
31017,train,0,random
35945,train,0,random
26739,train,0,random
35213,train,0,random
15787,train,0,random
1663,train,0,random
12253,train,0,random
14433,train,0,random
11371,train,0,random
19342,train,0,random
30601,train,0,random
16778,train,0,random
15088,train,0,random
42172,train,0,random
19363,train,0,random
10972,train,0,random
17217,train,0,random
27313,train,0,random
17170,train,0,random
21991,train,0,random
2808,train,0,random
6582,train,0,random
12290,train,0,random
14103,train,0,random
1103,train,0,random
29488,train,0,random
10802,train,0,random
41046,train,0,random
1959,train,0,random
19604,train,0,random
44835,train,0,random
9383,train,0,random
1214,train,0,random
40964,train,0,random
29545,train,0,random
44578,train,0,random
20127,train,0,random
4123,train,0,random
16223,train,0,random
24239,train,0,random
37719,train,0,random
28791,train,0,random
4768,train,0,random
29958,train,0,random
39802,train,0,random
44061,train,0,random
43845,train,0,random
3566,train,0,random
10491,train,0,random
41129,train,0,random
18092,train,0,random
27766,train,0,random
28674,train,0,random
41377,train,0,random
37533,train,0,random
6386,train,0,random
5602,train,0,random
32714,train,0,random
2639,train,0,random
31183,train,0,random
17062,train,0,random
34675,train,0,random
37929,train,0,random
30497,train,0,random
5916,train,0,random
24854,train,0,random
38199,train,0,random
6270,train,0,random
20790,train,0,random
22943,train,0,random
8740,train,0,random
41535,train,0,random
41717,train,0,random
10213,train,0,random
7092,train,0,random
2556,train,0,random
19089,train,0,random
30303,train,0,random
12382,train,0,random
25110,train,0,random
19732,train,0,random
37899,train,0,random
37862,train,0,random
40779,train,0,random
20283,train,0,random
3505,train,0,random
2292,train,0,random
28312,train,0,random
14762,train,0,random
31894,train,0,random
44294,train,0,random
44004,train,0,random
40170,train,0,random
37443,train,0,random
27810,train,0,random
9634,train,0,random
10061,train,0,random
41652,train,0,random
42495,train,0,random
38040,train,0,random
11722,train,0,random
21996,train,0,random
7849,train,0,random
19758,train,0,random
30681,train,0,random
11379,train,0,random
11796,train,0,random
26060,train,0,random
31094,train,0,random
9965,train,0,random
11888,train,0,random
35077,train,0,random
23316,train,0,random
11693,train,0,random
11992,train,0,random
17977,train,0,random
1735,train,0,random
12755,train,0,random
26434,train,0,random
15613,train,0,random
659,train,0,random
6855,train,0,random
8882,train,0,random
8266,train,0,random
40991,train,0,random
777,train,0,random
25103,train,0,random
24164,train,0,random
1405,train,0,random
19230,train,0,random
7907,train,0,random
16560,train,0,random
24607,train,0,random
30470,train,0,random
38883,train,0,random
7311,train,0,random
265,train,0,random
11687,train,0,random
6629,train,0,random
9375,train,0,random
34341,train,0,random
1858,train,0,random
4073,train,0,random
18287,train,0,random
16053,train,0,random
23028,train,0,random
20504,train,0,random
13612,train,0,random
1500,train,0,random
13763,train,0,random
10792,train,0,random
34903,train,0,random
40489,train,0,random
1266,train,0,random
25389,train,0,random
21806,train,0,random
24353,train,0,random
8539,train,0,random
25648,train,0,random
8481,train,0,random
39205,train,0,random
2742,train,0,random
2126,train,0,random
32932,train,0,random
8516,train,0,random
4864,train,0,random
11311,train,0,random
15505,train,0,random
41017,train,0,random
14158,train,0,random
24044,train,0,random
31539,train,0,random
31279,train,0,random
22016,train,0,random
21337,train,0,random
18895,train,0,random
25113,train,0,random
23723,train,0,random
28048,train,0,random
27331,train,0,random
600,train,0,random
26553,train,0,random
22739,train,0,random
44675,train,0,random
45468,train,0,random
36743,train,0,random
45497,train,0,random
6694,train,0,random
7483,train,0,random
3097,train,0,random
22826,train,0,random
15308,train,0,random
29890,train,0,random
35398,train,0,random
7213,train,0,random
3632,train,0,random
2208,train,0,random
43376,train,0,random
37815,train,0,random
14130,train,0,random
34500,train,0,random
12722,train,0,random
23617,train,0,random
35314,train,0,random
27530,train,0,random
1070,train,0,random
41950,train,0,random
25426,train,0,random
24162,train,0,random
14072,train,0,random
20673,train,0,random
11091,train,0,random
37685,train,0,random
42653,train,0,random
13975,train,0,random
9243,train,0,random
2654,train,0,random
43343,train,0,random
35189,train,0,random
36000,train,0,random
17198,train,0,random
13733,train,0,random
26290,train,0,random
37280,train,0,random
40275,train,0,random
28574,train,0,random
5608,train,0,random
23888,train,0,random
15012,train,0,random
29602,train,0,random
19093,train,0,random
1066,train,0,random
31120,train,0,random
27547,train,0,random
16371,train,0,random
43753,train,0,random
703,train,0,random
36665,train,0,random
21533,train,0,random
14716,train,0,random
42808,train,0,random
32768,train,0,random
7664,train,0,random
12086,train,0,random
38167,train,0,random
18808,train,0,random
21687,train,0,random
44891,train,0,random
25232,train,0,random
7052,train,0,random
17142,train,0,random
42904,train,0,random
25995,train,0,random
42158,train,0,random
26465,train,0,random
22181,train,0,random
7997,train,0,random
11851,train,0,random
18759,train,0,random
20803,train,0,random
16606,train,0,random
33721,train,0,random
19252,train,0,random
4866,train,0,random
36090,train,0,random
21802,train,0,random
3501,train,0,random
40168,train,0,random
32525,train,0,random
31908,train,0,random
36923,train,0,random
18628,train,0,random
43394,train,0,random
34670,train,0,random
30617,train,0,random
41639,train,0,random
31935,train,0,random
25037,train,0,random
26072,train,0,random
36604,train,0,random
18301,train,0,random
18256,train,0,random
18549,train,0,random
38908,train,0,random
26147,train,0,random
12061,train,0,random
32267,train,0,random
24191,train,0,random
27961,train,0,random
16263,train,0,random
27775,train,0,random
29051,train,0,random
19755,train,0,random
38772,train,0,random
3112,train,0,random
8496,train,0,random
25374,train,0,random
10286,train,0,random
4735,train,0,random
26454,train,0,random
29677,train,0,random
21750,train,0,random
19943,train,0,random
15932,train,0,random
40776,train,0,random
13706,train,0,random
11389,train,0,random
6908,train,0,random
10828,train,0,random
443,train,0,random
12170,train,0,random
6562,train,0,random
12439,train,0,random
9833,train,0,random
30184,train,0,random
24666,train,0,random
27494,train,0,random
39304,train,0,random
34625,train,0,random
40664,train,0,random
41626,train,0,random
10763,train,0,random
11514,train,0,random
25176,train,0,random
29713,train,0,random
20383,train,0,random
45579,train,0,random
2979,train,0,random
10501,train,0,random
15407,train,0,random
24451,train,0,random
24699,train,0,random
24554,train,0,random
20969,train,0,random
23360,train,0,random
45170,train,0,random
22166,train,0,random
21343,train,0,random
41546,train,0,random
21960,train,0,random
5321,train,0,random
28915,train,0,random
2157,train,0,random
44427,train,0,random
12028,train,0,random
34468,train,0,random
9837,train,0,random
13339,train,0,random
36714,train,0,random
6372,train,0,random
37679,train,0,random
26598,train,0,random
10528,train,0,random
3769,train,0,random
26974,train,0,random
26092,train,0,random
39531,train,0,random
8950,train,0,random
18150,train,0,random
29553,train,0,random
11562,train,0,random
28546,train,0,random
27909,train,0,random
37782,train,0,random
36137,train,0,random
25511,train,0,random
30826,train,0,random
33583,train,0,random
15706,train,0,random
478,train,0,random
28428,train,0,random
8576,train,0,random
30602,train,0,random
37289,train,0,random
42756,train,0,random
10701,train,0,random
1529,train,0,random
45371,train,0,random
37833,train,0,random
24480,train,0,random
37341,train,0,random
13624,train,0,random
11216,train,0,random
40556,train,0,random
24295,train,0,random
19312,train,0,random
24258,train,0,random
23282,train,0,random
30820,train,0,random
41447,train,0,random
25205,train,0,random
13560,train,0,random
32149,train,0,random
15358,train,0,random
31145,train,0,random
42710,train,0,random
9948,train,0,random
30370,train,0,random
10650,train,0,random
18813,train,0,random
23245,train,0,random
33992,train,0,random
39822,train,0,random
37227,train,0,random
23399,train,0,random
40909,train,0,random
22866,train,0,random
28663,train,0,random
43426,train,0,random
41150,train,0,random
3782,train,0,random
18499,train,0,random
36370,train,0,random
3264,train,0,random
33466,train,0,random
2238,train,0,random
11429,train,0,random
3201,train,0,random
29534,train,0,random
15630,train,0,random
41996,train,0,random
44040,train,0,random
40602,train,0,random
16537,train,0,random
26090,train,0,random
1543,train,0,random
1286,train,0,random
17138,train,0,random
15438,train,0,random
10331,train,0,random
40596,train,0,random
24280,train,0,random
36966,train,0,random
27638,train,0,random
26097,train,0,random
42345,train,0,random
43136,train,0,random
20616,train,0,random
41927,train,0,random
14391,train,0,random
5779,train,0,random
40065,train,0,random
43934,train,0,random
21127,train,0,random
39363,train,0,random
9213,train,0,random
5208,train,0,random
41398,train,0,random
24991,train,0,random
22173,train,0,random
31957,train,0,random
34927,train,0,random
30277,train,0,random
33010,train,0,random
12590,train,0,random
36953,train,0,random
45326,train,0,random
7894,train,0,random
43256,train,0,random
21899,train,0,random
5927,train,0,random
12191,train,0,random
39718,train,0,random
16045,train,0,random
24744,train,0,random
17006,train,0,random
7690,train,0,random
37268,train,0,random
25138,train,0,random
40331,train,0,random
41541,train,0,random
19813,train,0,random
15229,train,0,random
40062,train,0,random
24084,train,0,random
13171,train,0,random
14901,train,0,random
19479,train,0,random
41065,train,0,random
31485,train,0,random
17507,train,0,random
6472,train,0,random
9049,train,0,random
40345,train,0,random
17354,train,0,random
15586,train,0,random
7763,train,0,random
645,train,0,random
13730,train,0,random
1277,train,0,random
18971,train,0,random
16035,train,0,random
32307,train,0,random
10160,train,0,random
28586,train,0,random
3713,train,0,random
18050,train,0,random
25263,train,0,random
1022,train,0,random
40871,train,0,random
23827,train,0,random
19385,train,0,random
27125,train,0,random
31830,train,0,random
36432,train,0,random
4970,train,0,random
13261,train,0,random
34761,train,0,random
22575,train,0,random
24583,train,0,random
12495,train,0,random
43827,train,0,random
17260,train,0,random
13709,train,0,random
38356,train,0,random
4403,train,0,random
27545,train,0,random
39509,train,0,random
27620,train,0,random
24145,train,0,random
1122,train,0,random
23106,train,0,random
9,train,0,random
25469,train,0,random
5783,train,0,random
32362,train,0,random
3937,train,0,random
6609,train,0,random
28125,train,0,random
22223,train,0,random
36574,train,0,random
7585,train,0,random
15329,train,0,random
4498,train,0,random
8039,train,0,random
28725,train,0,random
34449,train,0,random
23594,train,0,random
28740,train,0,random
2996,train,0,random
44111,train,0,random
5044,train,0,random
1525,train,0,random
32327,train,0,random
24660,train,0,random
44052,train,0,random
13555,train,0,random
22579,train,0,random
6459,train,0,random
27868,train,0,random
7975,train,0,random
57,train,0,random
4059,train,0,random
35862,train,0,random
13175,train,0,random
5700,train,0,random
15003,train,0,random
26317,train,0,random
14231,train,0,random
28471,train,0,random
28534,train,0,random
31918,train,0,random
5472,train,0,random
43260,train,0,random
39882,train,0,random
42491,train,0,random
15322,train,0,random
15233,train,0,random
19835,train,0,random
41099,train,0,random
706,train,0,random
28544,train,0,random
41460,train,0,random
40083,train,0,random
360,train,0,random
2623,train,0,random
15834,train,0,random
36496,train,0,random
26753,train,0,random
26364,train,0,random
44651,train,0,random
15762,train,0,random
44516,train,0,random
1475,train,0,random
15103,train,0,random
26608,train,0,random
10438,train,0,random
25472,train,0,random
1462,train,0,random
4948,train,0,random
19432,train,0,random
29396,train,0,random
10832,train,0,random
4951,train,0,random
33786,train,0,random
44276,train,0,random
15182,train,0,random
42695,train,0,random
39353,train,0,random
11254,train,0,random
33801,train,0,random
45377,train,0,random
34649,train,0,random
3981,train,0,random
24361,train,0,random
6003,train,0,random
4821,train,0,random
6559,train,0,random
23671,train,0,random
23210,train,0,random
19070,train,0,random
9104,train,0,random
29474,train,0,random
38808,train,0,random
33898,train,0,random
40685,train,0,random
1960,train,0,random
31606,train,0,random
18204,train,0,random
33314,train,0,random
43592,train,0,random
32036,train,0,random
18058,train,0,random
30969,train,0,random
21924,train,0,random
40530,train,0,random
23257,train,0,random
18193,train,0,random
10906,train,0,random
44404,train,0,random
38436,train,0,random
27539,train,0,random
9448,train,0,random
14069,train,0,random
11553,train,0,random
13724,train,0,random
20056,train,0,random
35317,train,0,random
11548,train,0,random
16692,train,0,random
34666,train,0,random
2262,train,0,random
31125,train,0,random
4676,train,0,random
42999,train,0,random
1466,train,0,random
25438,train,0,random
7345,train,0,random
40447,train,0,random
27994,train,0,random
30363,train,0,random
3592,train,0,random
24281,train,0,random
35211,train,0,random
12197,train,0,random
17167,train,0,random
12646,train,0,random
27967,train,0,random
8221,train,0,random
8805,train,0,random
41544,train,0,random
23508,train,0,random
39829,train,0,random
15573,train,0,random
25134,train,0,random
24155,train,0,random
24750,train,0,random
12870,train,0,random
43627,train,0,random
16057,train,0,random
38541,train,0,random
42788,train,0,random
29086,train,0,random
37707,train,0,random
3823,train,0,random
42375,train,0,random
2274,train,0,random
17268,train,0,random
38089,train,0,random
12852,train,0,random
40145,train,0,random
22541,train,0,random
9406,train,0,random
32084,train,0,random
20344,train,0,random
14767,train,0,random
2092,train,0,random
4531,train,0,random
43531,train,0,random
2942,train,0,random
1380,train,0,random
26565,train,0,random
33720,train,0,random
14389,train,0,random
41805,train,0,random
29244,train,0,random
21818,train,0,random
19595,train,0,random
27518,train,0,random
6135,train,0,random
39285,train,0,random
592,train,0,random
25605,train,0,random
7242,train,0,random
33428,train,0,random
7733,train,0,random
12336,train,0,random
15997,train,0,random
44553,train,0,random
27032,train,0,random
28738,train,0,random
18951,train,0,random
9443,train,0,random
13699,train,0,random
10926,train,0,random
42245,train,0,random
4287,train,0,random
35463,train,0,random
15183,train,0,random
41246,train,0,random
15175,train,0,random
27970,train,0,random
29400,train,0,random
21352,train,0,random
6380,train,0,random
13736,train,0,random
10368,train,0,random
35893,train,0,random
37032,train,0,random
21461,train,0,random
18043,train,0,random
26273,train,0,random
770,train,0,random
41765,train,0,random
16445,train,0,random
17576,train,0,random
12960,train,0,random
20427,train,0,random
194,train,0,random
844,train,0,random
9016,train,0,random
41904,train,0,random
25996,train,0,random
6494,train,0,random
5083,train,0,random
34274,train,0,random
989,train,0,random
24418,train,0,random
27954,train,0,random
33494,train,0,random
1691,train,0,random
20098,train,0,random
5929,train,0,random
11140,train,0,random
3695,train,0,random
39384,train,0,random
21975,train,0,random
38451,train,0,random
33745,train,0,random
7663,train,0,random
19984,train,0,random
31895,train,0,random
31391,train,0,random
15738,train,0,random
10095,train,0,random
21192,train,0,random
33268,train,0,random
41144,train,0,random
33547,train,0,random
45110,train,0,random
17695,train,0,random
26619,train,0,random
17405,train,0,random
32709,train,0,random
17750,train,0,random
25661,train,0,random
10318,train,0,random
35798,train,0,random
20103,train,0,random
45056,train,0,random
5585,train,0,random
45387,train,0,random
23453,train,0,random
18732,train,0,random
34940,train,0,random
27587,train,0,random
899,train,0,random
37428,train,0,random
23131,train,0,random
43363,train,0,random
3882,train,0,random
28489,train,0,random
19012,train,0,random
10515,train,0,random
36589,train,0,random
43817,train,0,random
41873,train,0,random
18061,train,0,random
22174,train,0,random
5052,train,0,random
1604,train,0,random
43729,train,0,random
7075,train,0,random
32298,train,0,random
22013,train,0,random
43199,train,0,random
12180,train,0,random
2204,train,0,random
31796,train,0,random
20096,train,0,random
11973,train,0,random
4080,train,0,random
16270,train,0,random
18474,train,0,random
28120,train,0,random
4218,train,0,random
33957,train,0,random
45517,train,0,random
16862,train,0,random
11121,train,0,random
37667,train,0,random
212,train,0,random
23199,train,0,random
11985,train,0,random
11325,train,0,random
11501,train,0,random
33376,train,0,random
7004,train,0,random
7876,train,0,random
22193,train,0,random
17360,train,0,random
26355,train,0,random
16905,train,0,random
40217,train,0,random
26506,train,0,random
8209,train,0,random
20672,train,0,random
42137,train,0,random
32316,train,0,random
39492,train,0,random
30732,train,0,random
41278,train,0,random
15177,train,0,random
13684,train,0,random
42042,train,0,random
6307,train,0,random
29167,train,0,random
6257,train,0,random
24525,train,0,random
19197,train,0,random
17821,train,0,random
34774,train,0,random
40410,train,0,random
19979,train,0,random
38217,train,0,random
21722,train,0,random
44744,train,0,random
15850,train,0,random
13632,train,0,random
12348,train,0,random
24710,train,0,random
24074,train,0,random
37732,train,0,random
33114,train,0,random
40975,train,0,random
21586,train,0,random
7022,train,0,random
32396,train,0,random
45476,train,0,random
10130,train,0,random
227,train,0,random
40707,train,0,random
25294,train,0,random
29998,train,0,random
25567,train,0,random
40516,train,0,random
3765,train,0,random
28521,train,0,random
26112,train,0,random
24008,train,0,random
39670,train,0,random
21891,train,0,random
389,train,0,random
33258,train,0,random
9150,train,0,random
6379,train,0,random
36833,train,0,random
19491,train,0,random
18603,train,0,random
27309,train,0,random
14692,train,0,random
22653,train,0,random
5295,train,0,random
26903,train,0,random
13448,train,0,random
41081,train,0,random
29097,train,0,random
24992,train,0,random
4004,train,0,random
26600,train,0,random
31818,train,0,random
30841,train,0,random
11294,train,0,random
34837,train,0,random
33041,train,0,random
39920,train,0,random
45346,train,0,random
43509,train,0,random
35334,train,0,random
20988,train,0,random
43210,train,0,random
32381,train,0,random
18674,train,0,random
31153,train,0,random
8968,train,0,random
23064,train,0,random
16984,train,0,random
33876,train,0,random
19913,train,0,random
13561,train,0,random
18059,train,0,random
12549,train,0,random
33526,train,0,random
15571,train,0,random
19153,train,0,random
41489,train,0,random
36083,train,0,random
6077,train,0,random
30889,train,0,random
23332,train,0,random
8577,train,0,random
38203,train,0,random
29906,train,0,random
247,train,0,random
15156,train,0,random
36592,train,0,random
16962,train,0,random
12700,train,0,random
6435,train,0,random
6798,train,0,random
3949,train,0,random
25344,train,0,random
35650,train,0,random
26924,train,0,random
23833,train,0,random
25328,train,0,random
38281,train,0,random
4718,train,0,random
35297,train,0,random
35565,train,0,random
36826,train,0,random
38102,train,0,random
33253,train,0,random
9753,train,0,random
19261,train,0,random
25524,train,0,random
34567,train,0,random
3570,train,0,random
3226,train,0,random
34565,train,0,random
15005,train,0,random
16788,train,0,random
8933,train,0,random
39401,train,0,random
40666,train,0,random
6242,train,0,random
18740,train,0,random
18550,train,0,random
41109,train,0,random
16230,train,0,random
24478,train,0,random
41167,train,0,random
31637,train,0,random
25662,train,0,random
37074,train,0,random
5371,train,0,random
32839,train,0,random
21551,train,0,random
26771,train,0,random
16322,train,0,random
21462,train,0,random
29084,train,0,random
22251,train,0,random
35599,train,0,random
14100,train,0,random
1344,train,0,random
40252,train,0,random
39722,train,0,random
13913,train,0,random
33321,train,0,random
43404,train,0,random
14860,train,0,random
16351,train,0,random
31822,train,0,random
12666,train,0,random
45083,train,0,random
41693,train,0,random
16515,train,0,random
40130,train,0,random
38599,train,0,random
37101,train,0,random
39928,train,0,random
8835,train,0,random
14248,train,0,random
42764,train,0,random
33766,train,0,random
21498,train,0,random
18533,train,0,random
38995,train,0,random
30769,train,0,random
16258,train,0,random
16450,train,0,random
16996,train,0,random
16626,train,0,random
20843,train,0,random
5385,train,0,random
17270,train,0,random
25738,train,0,random
21402,train,0,random
7517,train,0,random
36390,train,0,random
26563,train,0,random
9879,train,0,random
8826,train,0,random
39338,train,0,random
39077,train,0,random
29825,train,0,random
12659,train,0,random
3784,train,0,random
35570,train,0,random
16935,train,0,random
24709,train,0,random
1143,train,0,random
22031,train,0,random
5485,train,0,random
40765,train,0,random
36452,train,0,random
43979,train,0,random
24518,train,0,random
31335,train,0,random
28665,train,0,random
10954,train,0,random
8126,train,0,random
31811,train,0,random
30758,train,0,random
28457,train,0,random
22722,train,0,random
35489,train,0,random
38825,train,0,random
41266,train,0,random
42785,train,0,random
14382,train,0,random
34756,train,0,random
12179,train,0,random
34123,train,0,random
307,train,0,random
41428,train,0,random
28850,train,0,random
34794,train,0,random
5166,train,0,random
13558,train,0,random
3071,train,0,random
140,train,0,random
41829,train,0,random
3983,train,0,random
11075,train,0,random
23279,train,0,random
23457,train,0,random
20858,train,0,random
35203,train,0,random
42166,train,0,random
676,train,0,random
3166,train,0,random
10916,train,0,random
21979,train,0,random
5413,train,0,random
43890,train,0,random
22326,train,0,random
1823,train,0,random
35459,train,0,random
41235,train,0,random
17493,train,0,random
19234,train,0,random
22582,train,0,random
38184,train,0,random
10531,train,0,random
1737,train,0,random
45465,train,0,random
24638,train,0,random
37527,train,0,random
7828,train,0,random
42234,train,0,random
36412,train,0,random
26610,train,0,random
28004,train,0,random
43893,train,0,random
16099,train,0,random
36716,train,0,random
38544,train,0,random
19442,train,0,random
32445,train,0,random
33290,train,0,random
4110,train,0,random
38336,train,0,random
31576,train,0,random
38672,train,0,random
18325,train,0,random
9723,train,0,random
11972,train,0,random
2327,train,0,random
12278,train,0,random
31476,train,0,random
10596,train,0,random
39326,train,0,random
11932,train,0,random
20122,train,0,random
41807,train,0,random
41332,train,0,random
39359,train,0,random
12322,train,0,random
858,train,0,random
7773,train,0,random
12823,train,0,random
33812,train,0,random
11361,train,0,random
9860,train,0,random
1069,train,0,random
30375,train,0,random
22897,train,0,random
24153,train,0,random
5918,train,0,random
32635,train,0,random
43032,train,0,random
25659,train,0,random
16436,train,0,random
11049,train,0,random
37309,train,0,random
44677,train,0,random
30199,train,0,random
22732,train,0,random
44230,train,0,random
27693,train,0,random
7188,train,0,random
13776,train,0,random
3341,train,0,random
27549,train,0,random
21560,train,0,random
22163,train,0,random
3845,train,0,random
