pair_id,split,fold,setting
42434,train,0,pbm_heldout
28750,train,0,pbm_heldout
12315,train,0,pbm_heldout
33564,train,0,pbm_heldout
43361,train,0,pbm_heldout
44361,train,0,pbm_heldout
36800,train,0,pbm_heldout
8780,train,0,pbm_heldout
10643,train,0,pbm_heldout
14749,train,0,pbm_heldout
38190,train,0,pbm_heldout
24788,train,0,pbm_heldout
36528,train,0,pbm_heldout
7237,train,0,pbm_heldout
29487,train,0,pbm_heldout
25932,train,0,pbm_heldout
25560,train,0,pbm_heldout
24898,train,0,pbm_heldout
32929,train,0,pbm_heldout
32015,train,0,pbm_heldout
15937,train,0,pbm_heldout
13647,train,0,pbm_heldout
39531,train,0,pbm_heldout
34525,train,0,pbm_heldout
45017,train,0,pbm_heldout
15325,train,0,pbm_heldout
28058,train,0,pbm_heldout
22588,train,0,pbm_heldout
29837,train,0,pbm_heldout
5589,train,0,pbm_heldout
38833,train,0,pbm_heldout
33507,train,0,pbm_heldout
28474,train,0,pbm_heldout
38059,train,0,pbm_heldout
20560,train,0,pbm_heldout
8882,train,0,pbm_heldout
38032,train,0,pbm_heldout
6700,train,0,pbm_heldout
34226,train,0,pbm_heldout
5785,train,0,pbm_heldout
20198,train,0,pbm_heldout
14703,train,0,pbm_heldout
13840,train,0,pbm_heldout
21700,train,0,pbm_heldout
44232,train,0,pbm_heldout
42766,train,0,pbm_heldout
32589,train,0,pbm_heldout
41879,train,0,pbm_heldout
18285,train,0,pbm_heldout
24318,train,0,pbm_heldout
8752,train,0,pbm_heldout
34526,train,0,pbm_heldout
21016,train,0,pbm_heldout
2433,train,0,pbm_heldout
44425,train,0,pbm_heldout
7225,train,0,pbm_heldout
19029,train,0,pbm_heldout
25999,train,0,pbm_heldout
28427,train,0,pbm_heldout
10560,train,0,pbm_heldout
27473,train,0,pbm_heldout
1424,train,0,pbm_heldout
27906,train,0,pbm_heldout
26251,train,0,pbm_heldout
12347,train,0,pbm_heldout
27434,train,0,pbm_heldout
39916,train,0,pbm_heldout
12023,train,0,pbm_heldout
32979,train,0,pbm_heldout
1960,train,0,pbm_heldout
3232,train,0,pbm_heldout
12353,train,0,pbm_heldout
44724,train,0,pbm_heldout
23485,train,0,pbm_heldout
13859,train,0,pbm_heldout
12500,train,0,pbm_heldout
15382,train,0,pbm_heldout
22345,train,0,pbm_heldout
31473,train,0,pbm_heldout
37224,train,0,pbm_heldout
10468,train,0,pbm_heldout
38040,train,0,pbm_heldout
8822,train,0,pbm_heldout
40022,train,0,pbm_heldout
36364,train,0,pbm_heldout
31965,train,0,pbm_heldout
39586,train,0,pbm_heldout
30803,train,0,pbm_heldout
24165,train,0,pbm_heldout
29334,train,0,pbm_heldout
28359,train,0,pbm_heldout
37933,train,0,pbm_heldout
30369,train,0,pbm_heldout
44197,train,0,pbm_heldout
23052,train,0,pbm_heldout
19582,train,0,pbm_heldout
14972,train,0,pbm_heldout
7699,train,0,pbm_heldout
45372,train,0,pbm_heldout
31736,train,0,pbm_heldout
18817,train,0,pbm_heldout
22985,train,0,pbm_heldout
37975,train,0,pbm_heldout
26422,train,0,pbm_heldout
36918,train,0,pbm_heldout
7906,train,0,pbm_heldout
663,train,0,pbm_heldout
12414,train,0,pbm_heldout
37972,train,0,pbm_heldout
5722,train,0,pbm_heldout
36628,train,0,pbm_heldout
802,train,0,pbm_heldout
2824,train,0,pbm_heldout
23144,train,0,pbm_heldout
29272,train,0,pbm_heldout
44281,train,0,pbm_heldout
11722,train,0,pbm_heldout
41258,train,0,pbm_heldout
364,train,0,pbm_heldout
286,train,0,pbm_heldout
20501,train,0,pbm_heldout
18231,train,0,pbm_heldout
19845,train,0,pbm_heldout
37779,train,0,pbm_heldout
16950,train,0,pbm_heldout
18204,train,0,pbm_heldout
29806,train,0,pbm_heldout
12166,train,0,pbm_heldout
43335,train,0,pbm_heldout
20858,train,0,pbm_heldout
7721,train,0,pbm_heldout
5203,train,0,pbm_heldout
17240,train,0,pbm_heldout
14589,train,0,pbm_heldout
22917,train,0,pbm_heldout
28072,train,0,pbm_heldout
4380,train,0,pbm_heldout
24063,train,0,pbm_heldout
29609,train,0,pbm_heldout
42872,train,0,pbm_heldout
20473,train,0,pbm_heldout
44630,train,0,pbm_heldout
45146,train,0,pbm_heldout
34705,train,0,pbm_heldout
39823,train,0,pbm_heldout
3634,train,0,pbm_heldout
11615,train,0,pbm_heldout
8520,train,0,pbm_heldout
19792,train,0,pbm_heldout
35954,train,0,pbm_heldout
33579,train,0,pbm_heldout
30546,train,0,pbm_heldout
14911,train,0,pbm_heldout
29411,train,0,pbm_heldout
29349,train,0,pbm_heldout
7298,train,0,pbm_heldout
15135,train,0,pbm_heldout
29764,train,0,pbm_heldout
45417,train,0,pbm_heldout
18065,train,0,pbm_heldout
23765,train,0,pbm_heldout
15995,train,0,pbm_heldout
2556,train,0,pbm_heldout
24456,train,0,pbm_heldout
15160,train,0,pbm_heldout
36639,train,0,pbm_heldout
16496,train,0,pbm_heldout
37150,train,0,pbm_heldout
19425,train,0,pbm_heldout
30250,train,0,pbm_heldout
24022,train,0,pbm_heldout
29352,train,0,pbm_heldout
41764,train,0,pbm_heldout
15906,train,0,pbm_heldout
26340,train,0,pbm_heldout
523,train,0,pbm_heldout
36464,train,0,pbm_heldout
18699,train,0,pbm_heldout
1650,train,0,pbm_heldout
10232,train,0,pbm_heldout
32814,train,0,pbm_heldout
9775,train,0,pbm_heldout
27061,train,0,pbm_heldout
28817,train,0,pbm_heldout
27196,train,0,pbm_heldout
34144,train,0,pbm_heldout
39226,train,0,pbm_heldout
19731,train,0,pbm_heldout
6509,train,0,pbm_heldout
24376,train,0,pbm_heldout
34458,train,0,pbm_heldout
8426,train,0,pbm_heldout
1216,train,0,pbm_heldout
6237,train,0,pbm_heldout
44591,train,0,pbm_heldout
20223,train,0,pbm_heldout
16302,train,0,pbm_heldout
30605,train,0,pbm_heldout
4734,train,0,pbm_heldout
28555,train,0,pbm_heldout
31535,train,0,pbm_heldout
27829,train,0,pbm_heldout
32004,train,0,pbm_heldout
3539,train,0,pbm_heldout
28946,train,0,pbm_heldout
41670,train,0,pbm_heldout
26241,train,0,pbm_heldout
27812,train,0,pbm_heldout
28700,train,0,pbm_heldout
32453,train,0,pbm_heldout
33858,train,0,pbm_heldout
13996,train,0,pbm_heldout
36765,train,0,pbm_heldout
15180,train,0,pbm_heldout
2627,train,0,pbm_heldout
33875,train,0,pbm_heldout
28342,train,0,pbm_heldout
12170,train,0,pbm_heldout
21591,train,0,pbm_heldout
5953,train,0,pbm_heldout
11825,train,0,pbm_heldout
44810,train,0,pbm_heldout
16416,train,0,pbm_heldout
45172,train,0,pbm_heldout
19269,train,0,pbm_heldout
16675,train,0,pbm_heldout
22978,train,0,pbm_heldout
20687,train,0,pbm_heldout
7464,train,0,pbm_heldout
6341,train,0,pbm_heldout
27721,train,0,pbm_heldout
2537,train,0,pbm_heldout
19181,train,0,pbm_heldout
7060,train,0,pbm_heldout
40574,train,0,pbm_heldout
30947,train,0,pbm_heldout
20606,train,0,pbm_heldout
32075,train,0,pbm_heldout
17143,train,0,pbm_heldout
39457,train,0,pbm_heldout
36531,train,0,pbm_heldout
3475,train,0,pbm_heldout
2280,train,0,pbm_heldout
13778,train,0,pbm_heldout
16733,train,0,pbm_heldout
37924,train,0,pbm_heldout
8020,train,0,pbm_heldout
25842,train,0,pbm_heldout
12139,train,0,pbm_heldout
11316,train,0,pbm_heldout
6985,train,0,pbm_heldout
19767,train,0,pbm_heldout
10102,train,0,pbm_heldout
30930,train,0,pbm_heldout
21869,train,0,pbm_heldout
13881,train,0,pbm_heldout
7823,train,0,pbm_heldout
39965,train,0,pbm_heldout
7838,train,0,pbm_heldout
19863,train,0,pbm_heldout
11468,train,0,pbm_heldout
18335,train,0,pbm_heldout
24442,train,0,pbm_heldout
24587,train,0,pbm_heldout
28906,train,0,pbm_heldout
33457,train,0,pbm_heldout
16812,train,0,pbm_heldout
12613,train,0,pbm_heldout
40927,train,0,pbm_heldout
17420,train,0,pbm_heldout
40363,train,0,pbm_heldout
36074,train,0,pbm_heldout
1720,train,0,pbm_heldout
20536,train,0,pbm_heldout
26482,train,0,pbm_heldout
36172,train,0,pbm_heldout
652,train,0,pbm_heldout
40810,train,0,pbm_heldout
42926,train,0,pbm_heldout
8274,train,0,pbm_heldout
26117,train,0,pbm_heldout
782,train,0,pbm_heldout
12854,train,0,pbm_heldout
36162,train,0,pbm_heldout
1406,train,0,pbm_heldout
34013,train,0,pbm_heldout
10365,train,0,pbm_heldout
9004,train,0,pbm_heldout
25285,train,0,pbm_heldout
13807,train,0,pbm_heldout
34172,train,0,pbm_heldout
10839,train,0,pbm_heldout
285,train,0,pbm_heldout
11754,train,0,pbm_heldout
28713,train,0,pbm_heldout
6988,train,0,pbm_heldout
12616,train,0,pbm_heldout
1835,train,0,pbm_heldout
4054,train,0,pbm_heldout
12223,train,0,pbm_heldout
28560,train,0,pbm_heldout
23684,train,0,pbm_heldout
20546,train,0,pbm_heldout
13702,train,0,pbm_heldout
1477,train,0,pbm_heldout
32688,train,0,pbm_heldout
32074,train,0,pbm_heldout
6822,train,0,pbm_heldout
14968,train,0,pbm_heldout
1275,train,0,pbm_heldout
33518,train,0,pbm_heldout
26743,train,0,pbm_heldout
39683,train,0,pbm_heldout
17381,train,0,pbm_heldout
30236,train,0,pbm_heldout
18255,train,0,pbm_heldout
7569,train,0,pbm_heldout
2726,train,0,pbm_heldout
2123,train,0,pbm_heldout
25028,train,0,pbm_heldout
12327,train,0,pbm_heldout
4833,train,0,pbm_heldout
21373,train,0,pbm_heldout
6157,train,0,pbm_heldout
43629,train,0,pbm_heldout
32987,train,0,pbm_heldout
8290,train,0,pbm_heldout
44288,train,0,pbm_heldout
40386,train,0,pbm_heldout
10058,train,0,pbm_heldout
13720,train,0,pbm_heldout
13193,train,0,pbm_heldout
25145,train,0,pbm_heldout
6143,train,0,pbm_heldout
26501,train,0,pbm_heldout
28606,train,0,pbm_heldout
595,train,0,pbm_heldout
22960,train,0,pbm_heldout
22754,train,0,pbm_heldout
44674,train,0,pbm_heldout
17274,train,0,pbm_heldout
19110,train,0,pbm_heldout
45511,train,0,pbm_heldout
6703,train,0,pbm_heldout
17930,train,0,pbm_heldout
3074,train,0,pbm_heldout
22840,train,0,pbm_heldout
19618,train,0,pbm_heldout
15175,train,0,pbm_heldout
11255,train,0,pbm_heldout
20676,train,0,pbm_heldout
3605,train,0,pbm_heldout
2206,train,0,pbm_heldout
43397,train,0,pbm_heldout
37881,train,0,pbm_heldout
43812,train,0,pbm_heldout
25323,train,0,pbm_heldout
36692,train,0,pbm_heldout
19955,train,0,pbm_heldout
28605,train,0,pbm_heldout
43394,train,0,pbm_heldout
1065,train,0,pbm_heldout
41973,train,0,pbm_heldout
26980,train,0,pbm_heldout
18113,train,0,pbm_heldout
19806,train,0,pbm_heldout
20729,train,0,pbm_heldout
33089,train,0,pbm_heldout
18713,train,0,pbm_heldout
20219,train,0,pbm_heldout
42265,train,0,pbm_heldout
28330,train,0,pbm_heldout
2639,train,0,pbm_heldout
25457,train,0,pbm_heldout
44511,train,0,pbm_heldout
38269,train,0,pbm_heldout
40961,train,0,pbm_heldout
39546,train,0,pbm_heldout
38395,train,0,pbm_heldout
38057,train,0,pbm_heldout
17877,train,0,pbm_heldout
24434,train,0,pbm_heldout
11334,train,0,pbm_heldout
21515,train,0,pbm_heldout
42145,train,0,pbm_heldout
29661,train,0,pbm_heldout
42112,train,0,pbm_heldout
1062,train,0,pbm_heldout
7857,train,0,pbm_heldout
27591,train,0,pbm_heldout
7140,train,0,pbm_heldout
43767,train,0,pbm_heldout
702,train,0,pbm_heldout
9853,train,0,pbm_heldout
15957,train,0,pbm_heldout
36286,train,0,pbm_heldout
6285,train,0,pbm_heldout
20314,train,0,pbm_heldout
19785,train,0,pbm_heldout
45185,train,0,pbm_heldout
6457,train,0,pbm_heldout
18924,train,0,pbm_heldout
13889,train,0,pbm_heldout
28831,train,0,pbm_heldout
25268,train,0,pbm_heldout
8808,train,0,pbm_heldout
17218,train,0,pbm_heldout
29332,train,0,pbm_heldout
10831,train,0,pbm_heldout
20148,train,0,pbm_heldout
26506,train,0,pbm_heldout
11235,train,0,pbm_heldout
37155,train,0,pbm_heldout
24164,train,0,pbm_heldout
10950,train,0,pbm_heldout
33844,train,0,pbm_heldout
26110,train,0,pbm_heldout
39412,train,0,pbm_heldout
10140,train,0,pbm_heldout
37294,train,0,pbm_heldout
4836,train,0,pbm_heldout
24530,train,0,pbm_heldout
7406,train,0,pbm_heldout
3472,train,0,pbm_heldout
36281,train,0,pbm_heldout
32563,train,0,pbm_heldout
13628,train,0,pbm_heldout
27753,train,0,pbm_heldout
24778,train,0,pbm_heldout
9631,train,0,pbm_heldout
36300,train,0,pbm_heldout
9830,train,0,pbm_heldout
42460,train,0,pbm_heldout
31985,train,0,pbm_heldout
21103,train,0,pbm_heldout
28679,train,0,pbm_heldout
35951,train,0,pbm_heldout
21401,train,0,pbm_heldout
17758,train,0,pbm_heldout
22903,train,0,pbm_heldout
36799,train,0,pbm_heldout
24097,train,0,pbm_heldout
12132,train,0,pbm_heldout
42195,train,0,pbm_heldout
43260,train,0,pbm_heldout
26510,train,0,pbm_heldout
25937,train,0,pbm_heldout
20326,train,0,pbm_heldout
41568,train,0,pbm_heldout
30506,train,0,pbm_heldout
41229,train,0,pbm_heldout
3087,train,0,pbm_heldout
32369,train,0,pbm_heldout
27795,train,0,pbm_heldout
16136,train,0,pbm_heldout
4700,train,0,pbm_heldout
29262,train,0,pbm_heldout
19577,train,0,pbm_heldout
21772,train,0,pbm_heldout
18340,train,0,pbm_heldout
23396,train,0,pbm_heldout
36953,train,0,pbm_heldout
37500,train,0,pbm_heldout
11445,train,0,pbm_heldout
44208,train,0,pbm_heldout
5975,train,0,pbm_heldout
452,train,0,pbm_heldout
32230,train,0,pbm_heldout
15644,train,0,pbm_heldout
8187,train,0,pbm_heldout
39088,train,0,pbm_heldout
38571,train,0,pbm_heldout
14862,train,0,pbm_heldout
17251,train,0,pbm_heldout
30633,train,0,pbm_heldout
36738,train,0,pbm_heldout
38325,train,0,pbm_heldout
28740,train,0,pbm_heldout
39715,train,0,pbm_heldout
11216,train,0,pbm_heldout
8399,train,0,pbm_heldout
27255,train,0,pbm_heldout
35805,train,0,pbm_heldout
8963,train,0,pbm_heldout
2955,train,0,pbm_heldout
31499,train,0,pbm_heldout
14055,train,0,pbm_heldout
43492,train,0,pbm_heldout
28926,train,0,pbm_heldout
41752,train,0,pbm_heldout
21010,train,0,pbm_heldout
22045,train,0,pbm_heldout
25881,train,0,pbm_heldout
25781,train,0,pbm_heldout
35631,train,0,pbm_heldout
22843,train,0,pbm_heldout
10825,train,0,pbm_heldout
5293,train,0,pbm_heldout
28945,train,0,pbm_heldout
2150,train,0,pbm_heldout
45068,train,0,pbm_heldout
26343,train,0,pbm_heldout
34520,train,0,pbm_heldout
14467,train,0,pbm_heldout
7165,train,0,pbm_heldout
36762,train,0,pbm_heldout
37046,train,0,pbm_heldout
38918,train,0,pbm_heldout
45152,train,0,pbm_heldout
12872,train,0,pbm_heldout
3737,train,0,pbm_heldout
26026,train,0,pbm_heldout
26128,train,0,pbm_heldout
38043,train,0,pbm_heldout
14993,train,0,pbm_heldout
19614,train,0,pbm_heldout
27564,train,0,pbm_heldout
16189,train,0,pbm_heldout
21007,train,0,pbm_heldout
27944,train,0,pbm_heldout
24973,train,0,pbm_heldout
38398,train,0,pbm_heldout
33405,train,0,pbm_heldout
43842,train,0,pbm_heldout
9719,train,0,pbm_heldout
12691,train,0,pbm_heldout
489,train,0,pbm_heldout
23293,train,0,pbm_heldout
41407,train,0,pbm_heldout
32986,train,0,pbm_heldout
32449,train,0,pbm_heldout
33444,train,0,pbm_heldout
14057,train,0,pbm_heldout
1508,train,0,pbm_heldout
42916,train,0,pbm_heldout
37906,train,0,pbm_heldout
5882,train,0,pbm_heldout
18195,train,0,pbm_heldout
13717,train,0,pbm_heldout
16396,train,0,pbm_heldout
26081,train,0,pbm_heldout
5678,train,0,pbm_heldout
16250,train,0,pbm_heldout
24288,train,0,pbm_heldout
23238,train,0,pbm_heldout
39141,train,0,pbm_heldout
45265,train,0,pbm_heldout
27511,train,0,pbm_heldout
6091,train,0,pbm_heldout
43333,train,0,pbm_heldout
25236,train,0,pbm_heldout
31214,train,0,pbm_heldout
11263,train,0,pbm_heldout
24972,train,0,pbm_heldout
20824,train,0,pbm_heldout
6352,train,0,pbm_heldout
20197,train,0,pbm_heldout
31040,train,0,pbm_heldout
16913,train,0,pbm_heldout
20998,train,0,pbm_heldout
36153,train,0,pbm_heldout
10951,train,0,pbm_heldout
40963,train,0,pbm_heldout
6993,train,0,pbm_heldout
35074,train,0,pbm_heldout
17734,train,0,pbm_heldout
38550,train,0,pbm_heldout
3747,train,0,pbm_heldout
36189,train,0,pbm_heldout
12114,train,0,pbm_heldout
3236,train,0,pbm_heldout
29186,train,0,pbm_heldout
2232,train,0,pbm_heldout
23967,train,0,pbm_heldout
3177,train,0,pbm_heldout
12117,train,0,pbm_heldout
43922,train,0,pbm_heldout
18616,train,0,pbm_heldout
18154,train,0,pbm_heldout
32764,train,0,pbm_heldout
16612,train,0,pbm_heldout
26689,train,0,pbm_heldout
17637,train,0,pbm_heldout
1525,train,0,pbm_heldout
1290,train,0,pbm_heldout
42011,train,0,pbm_heldout
18858,train,0,pbm_heldout
14457,train,0,pbm_heldout
24216,train,0,pbm_heldout
26101,train,0,pbm_heldout
15043,train,0,pbm_heldout
36874,train,0,pbm_heldout
18668,train,0,pbm_heldout
34142,train,0,pbm_heldout
15843,train,0,pbm_heldout
22794,train,0,pbm_heldout
21451,train,0,pbm_heldout
42764,train,0,pbm_heldout
5797,train,0,pbm_heldout
15460,train,0,pbm_heldout
43949,train,0,pbm_heldout
29783,train,0,pbm_heldout
34481,train,0,pbm_heldout
28462,train,0,pbm_heldout
5172,train,0,pbm_heldout
15965,train,0,pbm_heldout
25018,train,0,pbm_heldout
20366,train,0,pbm_heldout
36014,train,0,pbm_heldout
30320,train,0,pbm_heldout
28977,train,0,pbm_heldout
33034,train,0,pbm_heldout
8894,train,0,pbm_heldout
36999,train,0,pbm_heldout
30529,train,0,pbm_heldout
13225,train,0,pbm_heldout
42139,train,0,pbm_heldout
31700,train,0,pbm_heldout
32503,train,0,pbm_heldout
41387,train,0,pbm_heldout
15809,train,0,pbm_heldout
32518,train,0,pbm_heldout
15719,train,0,pbm_heldout
23283,train,0,pbm_heldout
7676,train,0,pbm_heldout
10854,train,0,pbm_heldout
26547,train,0,pbm_heldout
18613,train,0,pbm_heldout
18807,train,0,pbm_heldout
41181,train,0,pbm_heldout
45197,train,0,pbm_heldout
8964,train,0,pbm_heldout
8977,train,0,pbm_heldout
28695,train,0,pbm_heldout
33947,train,0,pbm_heldout
29317,train,0,pbm_heldout
13397,train,0,pbm_heldout
41123,train,0,pbm_heldout
25503,train,0,pbm_heldout
17593,train,0,pbm_heldout
18581,train,0,pbm_heldout
39748,train,0,pbm_heldout
23931,train,0,pbm_heldout
37971,train,0,pbm_heldout
24297,train,0,pbm_heldout
12340,train,0,pbm_heldout
19286,train,0,pbm_heldout
641,train,0,pbm_heldout
13811,train,0,pbm_heldout
1284,train,0,pbm_heldout
39906,train,0,pbm_heldout
25019,train,0,pbm_heldout
24568,train,0,pbm_heldout
24130,train,0,pbm_heldout
18406,train,0,pbm_heldout
3689,train,0,pbm_heldout
15047,train,0,pbm_heldout
37013,train,0,pbm_heldout
1021,train,0,pbm_heldout
